date,temperature,humidity,rainfall
2022-06-05,27.69,70.14,0.0
2022-06-06,27.41,72.62,0.0
2022-06-07,26.77,71.79,0.0
2022-06-08,25.55,80.95,0.0
2022-06-09,24.65,78.96,0.0
2022-06-10,21.1,92.28,0.0
2022-06-11,21.51,85.43,0.0
2022-06-12,24.05,75.03,0.0
2022-06-13,25.1,68.16,0.0
2022-06-14,24.31,71.44,0.0
2022-06-15,25.42,66.99,0.0
2022-06-16,25.21,70.94,0.0
2022-06-17,23.41,83.75,0.0
2022-06-18,25.4,67.42,0.0
2022-06-19,27.46,42.93,0.0
2022-06-20,24.73,62.75,0.0
2022-06-21,25.38,78.29,0.0
2022-06-22,26.6,78.06,0.0
2022-06-23,28.06,74.82,0.0
2022-06-24,28.3,75.51,0.0
2022-06-25,27.78,78.09,0.0
2022-06-26,29.93,63.65,0.0
2022-06-27,28.29,64.82,0.0
2022-06-28,28.21,73.23,0.0
2022-06-29,28.96,69.31,0.0
2022-06-30,28.75,64.82,0.0
2022-07-01,28.69,63.82,0.0
2022-07-02,28.48,66.15,0.0
2022-07-03,31.03,50.49,0.0
2022-07-04,31.56,45.7,0.0
2022-07-05,30.03,60.0,0.0
2022-07-06,29.38,71.85,0.0
2022-07-07,29.42,67.09,0.0
2022-07-08,27.53,67.3,0.0
2022-07-09,26.59,50.67,0.0
2022-07-10,27.21,46.19,0.0
2022-07-11,26.25,58.55,0.0
2022-07-12,26.34,60.13,0.0
2022-07-13,25.62,54.4,0.0
2022-07-14,27.09,42.77,0.0
2022-07-15,27.62,53.06,0.0
2022-07-16,28.79,58.81,0.0
2022-07-17,28.72,65.12,0.0
2022-07-18,31.38,48.12,0.0
2022-07-19,29.58,43.47,0.0
2022-07-20,29.13,40.44,0.0
2022-07-21,27.7,54.72,0.0
2022-07-22,28.88,61.62,0.0
2022-07-23,29.4,65.97,0.0
2022-07-24,29.24,69.85,0.0
2022-07-25,29.44,64.22,0.0
2022-07-26,29.69,64.35,0.0
2022-07-27,29.58,66.8,0.0
2022-07-28,30.77,59.33,0.0
2022-07-29,30.94,53.89,0.0
2022-07-30,29.77,67.05,0.0
2022-07-31,29.99,68.39,0.0
2022-08-01,29.64,69.76,0.0
2022-08-02,30.79,56.46,0.0
2022-08-03,29.75,54.08,0.0
2022-08-04,29.86,52.55,0.0
2022-08-05,29.18,59.0,0.0
2022-08-06,28.35,66.49,0.0
2022-08-07,27.55,67.75,0.0
2022-08-08,31.42,39.16,0.0
2022-08-09,29.33,45.87,0.0
2022-08-10,27.91,54.76,0.0
2022-08-11,28.69,50.37,0.0
2022-08-12,26.18,65.15,0.0
2022-08-13,25.3,76.59,0.0
2022-08-14,23.91,78.51,0.0
2022-08-15,24.7,73.96,0.0
2022-08-16,26.13,74.35,0.0
2022-08-17,27.57,74.0,0.0
2022-08-18,29.32,66.34,0.0
2022-08-19,28.41,67.12,0.0
2022-08-20,28.36,71.35,0.0
2022-08-21,28.46,68.97,0.0
2022-08-22,27.97,72.08,0.0
2022-08-23,26.81,69.56,0.0
2022-08-24,25.31,65.01,0.0
2022-08-25,24.71,78.77,0.0
2022-08-26,25.73,76.5,0.0
2022-08-27,25.87,78.13,0.0
2022-08-28,26.42,76.67,0.0
2022-08-29,26.19,74.78,0.0
2022-08-30,24.84,75.77,0.0
2022-08-31,25.62,72.39,0.0
2022-09-01,26.53,75.79,0.0
2022-09-02,25.38,85.26,0.0
2022-09-03,26.03,77.42,0.0
2022-09-04,25.94,75.44,0.0
2022-09-05,25.82,67.81,0.0
2022-09-06,25.5,62.49,0.0
2022-09-07,25.55,66.79,0.0
2022-09-08,25.36,68.86,0.0
2022-09-09,26.05,71.64,0.0
2022-09-10,27.22,81.39,0.0
2022-09-11,26.63,75.76,0.0
2022-09-12,25.08,65.8,0.0
2022-09-13,24.03,59.5,0.0
2022-09-14,23.55,64.42,0.0
2022-09-15,23.54,73.74,0.0
2022-09-16,24.37,79.59,0.0
2022-09-17,25.32,83.4,0.0
2022-09-18,23.58,68.76,0.0
2022-09-19,20.05,58.49,0.0
2022-09-20,21.54,53.34,0.0
2022-09-21,19.89,58.77,0.0
2022-09-22,20.97,42.17,0.0
2022-09-23,19.37,47.39,0.0
2022-09-24,17.99,60.7,0.0
2022-09-25,18.37,64.56,0.0
2022-09-26,19.7,85.62,0.0
2022-09-27,20.68,93.6,0.0
2022-09-28,21.77,85.05,0.0
2022-09-29,21.49,90.99,0.0
2022-09-30,23.6,78.08,0.0
2022-10-01,25.65,68.44,0.0
2022-10-02,23.77,64.91,0.0
2022-10-03,20.15,80.41,0.0
2022-10-04,21.4,69.22,0.0
2022-10-05,21.88,43.81,0.0
2022-10-06,18.9,58.4,0.0
2022-10-07,18.14,62.93,0.0
2022-10-08,18.4,70.52,0.0
2022-10-09,18.44,80.97,0.0
2022-10-10,19.54,76.49,0.0
2022-10-11,18.52,91.07,0.0
2022-10-12,18.19,88.03,0.0
2022-10-13,19.17,86.06,0.0
2022-10-14,18.78,81.31,0.0
2022-10-15,20.02,54.16,0.0
2022-10-16,17.83,68.68,0.0
2022-10-17,18.39,65.42,0.0
2022-10-18,18.66,53.99,0.0
2022-10-19,16.07,72.32,0.0
2022-10-20,16.23,73.38,0.0
2022-10-21,16.6,72.08,0.0
2022-10-22,15.85,80.45,0.0
2022-10-23,16.82,88.28,0.0
2022-10-24,17.76,89.43,0.0
2022-10-25,17.42,87.13,0.0
2022-10-26,17.25,88.27,0.0
2022-10-27,19.23,79.28,0.0
2022-10-28,19.4,64.77,0.0
2022-10-29,19.96,49.43,0.0
2022-10-30,16.08,65.64,0.0
2022-10-31,15.99,73.58,0.0
2022-11-01,17.98,73.17,0.0
2022-11-02,17.12,81.71,0.0
2022-11-03,16.51,88.4,0.0
2022-11-04,15.99,85.21,0.0
2022-11-05,16.3,86.64,0.0
2022-11-06,15.2,94.51,0.0
2022-11-07,15.27,85.41,0.0
2022-11-08,14.74,88.1,0.0
2022-11-09,14.78,87.56,0.0
2022-11-10,14.41,87.71,0.0
2022-11-11,14.37,86.0,0.0
2022-11-12,14.43,70.26,0.0
2022-11-13,14.11,94.53,0.0
2022-11-14,14.22,87.66,0.0
2022-11-15,13.86,94.4,0.0
2022-11-16,14.75,93.36,0.0
2022-11-17,16.02,99.65,0.0
2022-11-18,17.58,97.22,0.0
2022-11-19,19.58,96.28,0.0
2022-11-20,17.51,92.82,0.0
2022-11-21,12.58,98.21,0.0
2022-11-22,10.73,98.37,0.0
2022-11-23,12.74,94.24,0.0
2022-11-24,10.85,87.85,0.0
2022-11-25,10.8,73.46,0.0
2022-11-26,10.28,71.96,0.0
2022-11-27,14.23,51.62,0.0
